"","score","text"
"134",0,"#Delhi-#PM @narendramodi <U+0915><U+0940> <U+092A><U+094D><U+0930><U+0938><U+094D><U+0924><U+093E><U+0935><U+093F><U+0924> <U+091A><U+0940><U+0928> <U+092F><U+093E><U+0924><U+094D><U+0930><U+093E>,<U+0917><U+0941><U+091C><U+0930><U+093E><U+0924>,<U+092E><U+0939><U+093E><U+0930><U+093E><U+0937><U+094D><U+091F><U+094D><U+0930> <U+0914><U+0930> <U+0915><U+0930><U+094D><U+0928><U+093E><U+091F><U+0915> <U+0915><U+0947> <U+092E><U+0941><U+0916><U+094D><U+092F><U+092E><U+0902><U+0924><U+094D><U+0930><U+093F><U+092F><U+094B><U+0902> <U+0915><U+0947> <U+091C><U+093E><U+0928><U+0947> <U+0915><U+0940> <U+092D><U+0940> <U+091A><U+0930><U+094D><U+091A><U+093E>"
"135",0,"Is Rahul Gandhi trying to be Arvind Kejriwal 2.0? @narendramodi @AmitShahOffice @sambitswaraj @RakeshSinha01"
"136",0,"@SuvalagnaC @Janamejayan @narendramodi  @PMOIndia  @SushmaSwaraj  @Swamy39 @HMOIndia"
"137",0,"RT @MahaveerM_: Yes #ModiMatters!!
Express-Vision
@narendramodi on cover page of @TIME once again.
http://t.co/4n4p4UBnSG http://t.co/SpOvh<U+2026>"
"138",1,".@narendramodi @AmitShahOffice congress members voted in favor. They did wht they thought was right/wrong."
"139",0,"@narendramodi <U+092C><U+093E><U+0902><U+0917><U+0932><U+093E><U+0926><U+0947><U+0936> <U+0915><U+0947> <U+0938><U+093E><U+0925> <U+0926><U+0936><U+0915><U+094B><U+0902> <U+0938><U+0947> <U+0930><U+0941><U+0915><U+093E> <U+0939><U+0941><U+0906> <U+0938><U+0940><U+092E><U+093E><U+092A><U+094D><U+0930><U+0936><U+094D><U+0928> <U+0938><U+0941><U+0932><U+091D><U+093E><U+0928><U+0947> <U+092A><U+0930> <U+0906><U+092A><U+0915><U+094B> <U+0939><U+093E><U+0930><U+094D><U+0926><U+093F><U+0915> <U+092C><U+0927><U+093E><U+0908> ! <U+0905><U+092D><U+093F><U+0928><U+0928><U+094D><U+0926><U+0928> !"
"140",0,"RT @mkbagul171: @sv_om07 @AmitSwami77 @narendramodi @DrManisha7 <U+092D><U+093E><U+0930><U+0924> <U+092E><U+0947><U+0902> <U+0938><U+0928><U+094D><U+0924><U+094B><U+0902> <U+0915><U+094B> <U+092C><U+093F><U+0928><U+093E> <U+0938><U+092C><U+0942><U+0924> <U+0905><U+092A><U+0930><U+093E><U+0927><U+0940> <U+0935> <U+0905><U+092A><U+0930><U+093E><U+0927><U+093F><U+092F><U+094B><U+0902> <U+0915><U+094B> <U+092C><U+0947><U+0932><U+0965> #Bail4SalmanNot4Sai<U+2026>"
"141",3,"RT @MahaveerM_: @narendramodi Govt improved Provisions  of #LAB for the sole benefit &amp; prosperity of farmers
#ModiMatters http://t.co/VF6OT<U+2026>"
"142",0,"RT @Neelam_Soti: .@narendramodi ji the day you were elected PM, Hindus felt secure. But now attacks on Hindus are again picking up from UP <U+2026>"
"143",0,"@narendramodi <U+091C><U+0940> <U+0906><U+092A> <U+0905><U+092E><U+0940><U+0930><U+094B><U+0902> <U+0915><U+094B> <U+0907><U+0924><U+0928><U+093E> <U+0938><U+093E><U+0930><U+093E> <U+092A><U+0948><U+0938><U+093E> <U+091C><U+092C> <U+0917><U+0930><U+0940><U+092C><U+094B><U+0902> <U+0915><U+0940> <U+0926><U+0947><U+0928><U+0947> <U+0915><U+0940> <U+092C><U+093E><U+0930><U+0940> <U+0906><U+0924><U+0940> <U+0924><U+094B> <U+092E><U+0928> <U+0915><U+0940> <U+092C><U+093E><U+0924> <U+0915><U+0930><U+0928><U+0947> <U+0932><U+0917><U+0924><U+0947> <U+0939><U+0948><U+0902> <U+0906><U+0916><U+093F><U+0930> <U+0910><U+0938><U+093E> <U+0915><U+094D><U+092F><U+0942><U+0901> https://t.co/E5FxqosuVo"
"144",0,"RT @manojkumar17589: @sv_om07 @AmitSwami77 @narendramodi @DrManisha7 <U+092D><U+093E><U+0930><U+0924> <U+092E><U+0947><U+0902> <U+0938><U+0928><U+094D><U+0924><U+094B><U+0902> <U+0915><U+094B> <U+092C><U+093F><U+0928><U+093E> <U+0938><U+092C><U+0942><U+0924> <U+0905><U+092A><U+0930><U+093E><U+0927><U+0940> <U+0935> <U+0905><U+092A><U+0930><U+093E><U+0927><U+093F><U+092F><U+094B><U+0902> <U+0915><U+094B> <U+092C><U+0947><U+0932><U+0965> #Bail4SalmanNo<U+2026>"
"145",0,"RT @rsdeshmukh78: @i_Aakanksha @narendramodi @Offlce0fRG <U+0915><U+094B> <U+091C><U+0930><U+093E> <U+0938><U+093E><U+0902><U+0938> <U+0932><U+0947><U+0928><U+0947> <U+0926><U+094B> <U+0928><U+0939><U+0940> <U+0924><U+094B> <U+0935><U+094B> <U+092D><U+093E><U+0917> <U+091C><U+093E><U+090F><U+0917><U+093E><U+2026>!"
"146",1,"RT @Neelam_Soti: .@narendramodi ji security is prerequisite of development. If Hindus are not secure what will they do of development?"
"147",-1,"RT @Neelam_Soti: .@narendramodi ji you sought report from State govt on an alleged Church attack in Haryana. Please also seek report on Nad<U+2026>"
"148",3,"RT @MahaveerM_: @narendramodi Govt improved Provisions  of #LAB for the sole benefit &amp; prosperity of farmers
#ModiMatters http://t.co/VF6OT<U+2026>"
"149",1,"@narendramodi good job"
"150",0,"@bjphimachal Need 2revamp HP BJP leadership.Incidents of rapes hv bcum a daily feature here @narendramodi @AmitShahOffice"
"151",-1,"RT @Neelam_Soti: .@narendramodi ji you sought report from State govt on an alleged Church attack in Haryana. Please also seek report on Nad<U+2026>"
"152",0,"RT @MahaveerM_: YesWeWill
#ModiMatters
Man
Of
Developing
India
@narendramodi
https://t.co/Nuk37nWjzs http://t.co/7bG9QLB57R"
"153",1,"RT @Neelam_Soti: .@narendramodi ji u issued statements assuring security of minorities. Please also issue a statement giving assurance to N<U+2026>"
"154",0,"RT @ibnkhabar: #NarendraModi <U+091F><U+093E><U+0907><U+092E> <U+092E><U+0948><U+0917><U+091C><U+0940><U+0928> <U+0915><U+094B> <U+0907><U+0902><U+091F><U+0930><U+0935><U+094D><U+092F><U+0942> <U+0915><U+0947> <U+0926><U+094C><U+0930><U+093E><U+0928> <U+092D><U+093E><U+0935><U+0941><U+0915> <U+0939><U+0941><U+090F> <U+092A><U+0940><U+090F><U+092E> <U+092E><U+094B><U+0926><U+0940>! http://t.co/heFsD95JAb http://t.co/n9OUZOlpnw"
"155",-1,"RT @mahesh10816: When the glass panes in the church in delhi was broken by kids playing with ball, High level enquiry was ordered @narendra<U+2026>"
"156",-3,"RT @Neelam_Soti: .@narendramodi ji opposition made fake church attacks a matter of national debate. Why can't BJP trigger a debate on real <U+2026>"
"157",0,"RT @MahaveerM_: Yes #ModiMatters!!
Express-Vision
@narendramodi on cover page of @TIME once again.
http://t.co/4n4p4UBnSG http://t.co/SpOvh<U+2026>"
"158",0,"@narendramodi <U+0906><U+092A> <U+091C><U+094B> <U+092D><U+0940> <U+0915><U+0930><U+0928><U+093E> <U+091A><U+093E><U+0939><U+0924><U+0947> <U+0939><U+0948><U+0902> <U+0938><U+0930> <U+092C><U+0947><U+092C><U+093E><U+0915><U+0940> <U+0938><U+0947> <U+0915><U+0930><U+0947><U+0902> <U+0930><U+093F><U+091C><U+0932><U+094D><U+091F> <U+0939><U+0940> <U+0932><U+094B><U+0917><U+094B><U+0902> <U+0915><U+094B> <U+092C><U+0924><U+093E><U+090F><U+0917><U+093E> <U+0938><U+0939><U+0940> <U+0915><U+094D><U+092F><U+093E> <U+0939><U+0948> <U+0914><U+0930> <U+0917><U+0932><U+0924> <U+0915><U+094D><U+092F><U+093E><U+0964>"
"159",0,"RT @TIME: TIME's new cover: Why @narendramodi matters. An exclusive interview http://t.co/0qd6AX2ft7
https://t.co/Ttgu729wUD"
"160",0,"RT @MahaveerM_: YesWeWill
#ModiMatters
Man
Of
Developing
India
@narendramodi
https://t.co/Nuk37nWjzs http://t.co/7bG9QLB57R"
"161",0,"RT @Apas1000Ravi: @TIME @narendramodi ..... Which chamcha will be doing the actual tweeting.... Because papu will end up with his foot in h<U+2026>"
"162",0,"RT @MahaveerM_: YesWeWill
#ModiMatters
Man
Of
Developing
India
@narendramodi
https://t.co/Nuk37nWjzs http://t.co/7bG9QLB57R"
"163",0,"RT @aditi_at: @narendramodi sir aap sbke liye bht kuch kar rhe hai but private jobs wale bht pareshan rehte hai unke liye bhi kuch kriye.."
"164",0,"@NarendraModi:Today a historic milestone has been reached in India-Bangladesh relations after the passing of the... http://t.co/AhzaDSLmac"
"165",0,"RT @MahaveerM_: TIME's new cover
Y @narendramodi matters
exclusive interview
Reformer-In-Chief
http://t.co/TkaPtbjGVO 
https://t.co/Nuk37nW<U+2026>"
"166",0,"RT @abpnewstv: No need for dictatorship to run India: PM @narendramodi <U+200B> 

http://t.co/Y6yLjmtc8B http://t.co/JYABvvJNJD"
"167",0,"congrats Dear Modiji. https://t.co/2FChaktLKn"
"168",0,"RT @KhamotaDiDi: Does @chetan_bhagat know,@narendramodi has found a 'half-girlfriend' in @MamataOfficial? @tathagata2 <U+099B><U+09BF><U+0983>!<U+0995><U+09CB><U+09AE><U+09B0><U+09C7> <U+09A6><U+09A1><U+09BC><U+09BF> <U+09AA><U+09A1><U+09BC><U+09BE><U+09A4><U+09C7><U+2026>"
"169",0,"RT @MahaveerM_: Yes #ModiMatters!!
Express-Vision
@narendramodi on cover page of @TIME once again.
http://t.co/4n4p4UBnSG http://t.co/SpOvh<U+2026>"
"170",0,"RT @MahaveerM_: Yes #ModiMatters!!
Express-Vision
@narendramodi on cover page of @TIME once again.
http://t.co/4n4p4UBnSG http://t.co/SpOvh<U+2026>"
"171",0,"RT @MahaveerM_: Yes #ModiMatters!!
Express-Vision
@narendramodi on cover page of @TIME once again.
http://t.co/4n4p4UBnSG http://t.co/SpOvh<U+2026>"
"172",0,"RT @Neelam_Soti: .@narendramodi ji why don't you send a Home Ministry delegation to inspect Nadia Riots? That will give strength and solace<U+2026>"
"173",0,"RT @MahaveerM_: TIME's new cover
Y @narendramodi matters
exclusive interview
Reformer-In-Chief
http://t.co/TkaPtbjGVO 
https://t.co/Nuk37nW<U+2026>"
"174",0,"RT @MahaveerM_: TIME's new cover
Y @narendramodi matters
exclusive interview
Reformer-In-Chief
http://t.co/TkaPtbjGVO 
https://t.co/Nuk37nW<U+2026>"
"175",0,"RT @i_Aakanksha: @narendramodi 

Visit @Offlce0fRG <U+0915><U+094B><U+092E><U+0947><U+0921><U+0940> <U+0928><U+093E><U+0907><U+091F> <U+0926><U+0947><U+0916><U+0928><U+0947> <U+0915><U+0940> <U+091C><U+0930><U+0942><U+0930><U+0924> <U+0928><U+0939><U+093F> <U+092A><U+0921><U+0947><U+0917><U+0940><U+0964>"
"176",0,"RT @narendramodi: I bow to Gurudev Rabindranath Tagore on his birth anniversary. http://t.co/olcyvH6EOI"
"177",0,"@narendramodi  
sir.. Jabtak India se Gutkha,Tobaco dur nai ho jayenge..ya band nai honge..swachh bharat nai hoga.."
"178",0,"RT @MahaveerM_: TIME's new cover
Y @narendramodi matters
exclusive interview
Reformer-In-Chief
http://t.co/TkaPtbjGVO 
https://t.co/Nuk37nW<U+2026>"
"179",0,"@narendramodi <U+0938><U+0930> <U+0905><U+092C> <U+0926><U+0947><U+0936> <U+0915><U+094B> <U+0909><U+092E><U+094D><U+092E><U+0940><U+0926> <U+0939><U+0948> <U+091A><U+0940><U+0928> <U+0915><U+0947> <U+0938><U+093E><U+0925> <U+092D><U+0940> <U+092C><U+0915><U+093E><U+092F><U+093E> <U+092E><U+093E><U+092E><U+0932><U+0947> <U+0939><U+0932> <U+0915><U+093F><U+092F><U+0947> <U+091C><U+093E><U+092F><U+0947><U+0902><U+0917><U+0947>"
"180",-1,"RT @Neelam_Soti: @EkLooney bengal me jo mar rahe hain wo aliens hain kya? @narendramodi"
"181",0,"@imprincesskiran @TIME @narendramodi"
"182",0,"RT @Neelam_Soti: .@narendramodi ji you rescued people from Yemen and Nepal. Also do something for Hindu victims of Nadia Riots. http://t.co<U+2026>"
"183",0,"RT @Neelam_Soti: @EkLooney why dont you do that? @narendramodi in"
"184",1,"RT @UmeshDhise: @narendramodi You r best PM India ever had<U+263A>"
"185",0,"RT @saleemsamad: After 41yrs land swap treaty ratified by #Indian #Loksabha with landslide vote @ihcdhaka @narendramodi @SushmaSwaraj @MEAI<U+2026>"
"186",0,"@narendramodi <U+0936><U+094D><U+0930><U+0940><U+092E><U+0928><U+094D> <U+0938><U+092E><U+093E><U+0928> <U+0928><U+093E><U+0917><U+0930><U+093F><U+0915> <U+0906><U+091A><U+093E><U+0930> <U+0938><U+0902><U+0939><U+093F><U+0924><U+093E> <U+0935> <U+0906><U+0930><U+094D><U+0925><U+093F><U+0915> <U+0906><U+0927><U+093E><U+0930> <U+0915><U+093E> <U+0906><U+0930><U+0915><U+094D><U+0937><U+0923> <U+0926><U+094B> <U+0915><U+0926><U+092E> <U+091A><U+0932><U+0947><U+0902> <U+0935> <U+0938><U+092E><U+0938><U+094D><U+0924> <U+091B><U+0926><U+094D><U+092E> <U+0930><U+093E><U+091C><U+0928><U+0940><U+0924><U+093F> <U+0915><U+093E><U+0906><U+0927><U+093E><U+0930> <U+0938><U+092E><U+093E><U+092A><U+094D><U+0924><U+0915><U+0930><U+092F><U+0941><U+0935><U+093E><U+092D><U+093E><U+0930><U+0924> <U+0915><U+093E><U+0928><U+093F><U+0930><U+094D><U+092E><U+093E><U+0923><U+0915><U+0930><U+0947><U+0902>"
"187",0,"@narendramodi http://t.co/6lmkc32x98"
"188",1,"@surajitdasgupta @narendramodi dada this is good naa?"
"189",0,"RT @shri_ram_sena: @trendinaliain  #Bail4SalmanNot4Saints
#<U+0928><U+093F><U+0930><U+094D><U+0926><U+094B><U+0937>_<U+092C><U+093E><U+092A><U+0942><U+091C><U+0940><U+0915><U+094B>_<U+0928><U+094D><U+092F><U+093E><U+092F><U+092E><U+093F><U+0932><U+0947>
@narendramodi"
"190",1,"@DDNewsLive well done @narendramodi 's sarkar!!is hi speed say kaam karogay toh pakka 10-20saal may Bharat Superpower banjayega!! #AchheDin"
"191",2,"RT @pamelag2000: @TIME @MahaveerM_ @narendramodi The best Indian PM ! We are proud of him."
"192",0,"@DrGPradhan @narendramodi bilkul vichar karne layak to h"
"193",0,"@narendramodi Only one leader out of 21 MP candidates who defeated BJD here, he is Jual Oram is respected by center but insulted by State."
"194",-3,"RT @ChandaDebabrata: @narendramodi @MahikaInfra With solution of boundary issue with Bangladesh, can gov solve the problem of illegal infil<U+2026>"
"195",0,"RT @Ashishjourno: PM @narendramodi thanx Sonia Gandhi personally walking upto her on passage of Land Boundary Act, in Lok Sabha @abpnewstv"
"196",0,"@narendramodi <U+092E><U+094B><U+0926><U+0940><U+091C><U+0940> <U+0938><U+0941><U+0930><U+0915><U+094D><U+0937><U+093E> <U+092C><U+0940><U+092E><U+093E> <U+092F><U+094B><U+091C><U+0928><U+093E> <U+092C><U+0939><U+0941><U+0924> <U+0905><U+091A><U+094D><U+091B><U+093E> <U+0935><U+093F><U+091A><U+093E><U+0930> <U+0939><U+0948><U+0902>"
"197",0,"@KirronKherBJP Now India really got Big and Dumb Talent !! 45000 Rs. for a single Dustbin @narendramodi @AAPforINDIA"
"198",0,"@narendramodi 
Union is strength http://t.co/DBW4op55yZ"
"199",1,"@narendramodi My heartiest congratulation to u n @SushmaSwaraj"
"200",-1,".@narendramodi:Appeal for a total ban on cow slaughter in India"
"201",1,"@narendramodi Sir, We have capability to do &amp; solve these kind of issues which are pending from a decade. We are trusting on you only"
"202",0,"RT @vikingthakkar: @narendramodi Sir. We Indians &amp; the world expect nothing less than historic milestones from this #BJP Govt under yr lead<U+2026>"
"203",2,"RT @narendramodi: Always a delight to meet you, @therealkapildev. Thanks for your contribution of Rs. 51 lakhs for PMNRF. http://t.co/QkhpU<U+2026>"
"204",0,"RT @narendramodi: I bow to Gurudev Rabindranath Tagore on his birth anniversary. http://t.co/olcyvH6EOI"
"205",0,"@sarkar_saswati @Bunibroto @narendramodi @Neelem_Soti https://t.co/xnGFxT5Tlg"
"206",0,"RT @narendramodi: I bow to Gurudev Rabindranath Tagore on his birth anniversary. http://t.co/olcyvH6EOI"
"207",0,"@narendramodi bgand media ke parvaah nahe karni.keep it up."
"208",1,"RT @dhaval241086: ""@narendramodi :India has won! <U+092D><U+093E><U+0930><U+0924> <U+0915><U+0940> <U+0935><U+093F><U+091C><U+092F><U+0964> <U+0905><U+091A><U+094D><U+091B><U+0947> <U+0926><U+093F><U+0928> <U+0906><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+0939><U+0948><U+0902><U+0964>"""
"209",0,"RT @zee24taasnews: <U+092A><U+0902><U+0924><U+092A><U+094D><U+0930><U+0927><U+093E><U+0928> <U+092E><U+094B><U+0926><U+0940><U+0902><U+091A><U+094D><U+092F><U+093E> <U+092E><U+0939><U+0924><U+094D><U+0924><U+094D><U+0935><U+0915><U+093E><U+0902><U+0915><U+094D><U+0937><U+0940> <U+092F><U+094B><U+091C><U+0928><U+093E>... <U+092A><U+093E><U+0939><U+093E>, <U+0915><U+093E><U+092F> <U+0906><U+0939><U+0947><U+0924> <U+092F><U+093E> <U+092F><U+094B><U+091C><U+0928><U+093E>... <U+0915><U+0936><U+093E> <U+092A><U+0921><U+0924><U+0940><U+0932> <U+0924><U+0941><U+092E><U+091A><U+094D><U+092F><U+093E> <U+0909><U+092A><U+092F><U+094B><U+0917><U+0940>
- http://t.co/qBDQwLAQEq<U+2026>"
"210",-1,"@narendramodi aisaa chaltaa raha to sir achaa din will never come pls take care of mkts  and take decosions  not just anoincements sir plss"
"211",0,"http://t.co/HJbTtHfbhn
@narendramodi Ji's interview to Time magazine."
"212",0,"@narendramodi Now Bangladesh next with china.Hope of real Indians Modiji.Great going thalaiva"
"213",0,"@narendramodi Sir but what about Assam???"
"214",0,"RT @AmitSwami77: @narendramodi 
<U+0915><U+094C><U+0928> <U+0920><U+0940><U+0915> <U+0915><U+0930><U+0947> <U+0907><U+0938> <U+092E><U+093F><U+0932><U+0940><U+092D><U+0917><U+0924> <U+0924><U+0928><U+094D><U+0924><U+094D><U+0930> <U+0915><U+094B> <U+092F><U+093E><U+0928><U+093F> <U+0932><U+094B><U+0915><U+0924><U+0928><U+094D><U+0924><U+094D><U+0930> <U+0915><U+094B><U+0964> <U+0915><U+092C> <U+092E><U+093F><U+0932><U+0947><U+0917><U+0940> Bapu Ji <U+0915><U+094B> <U+092C><U+0947><U+0932>?

#Bail4SalmanNot4Saints http:<U+2026>"
"215",0,"RT @AMAHESH5: @narendramodi #MASSSAudioFest"
"216",0,"RT @maheshom90: @Swamy39 @HMOIndia @narendramodi @BJPRajnathSingh @drramansingh @ChouhanShivraj 13 saal me jail 3 ghnte me bail
Wah!
#Shame<U+2026>"
"217",0,"@narendramodi @AmitShahOffice AC Abhiyaan with selfies"
"218",0,"@narendramodi"
"219",0,"@narendramodi  Ok.. 
Bt
Unfair  Verdict  On  Salman"
"220",1,"RT @ModiShahi: PM @narendramodi went to thank Sonia Gandhi personally after passage of Indo-Bangla Land Boundary Bill in LS. !!"
"221",0,"Read TIME's exclusive interview with @narendramodi http://t.co/eXgZ4e8R33
MODI knows &amp; knows that he knows.A leader to follow."
"222",1,"@narendramodi Sir it is a motivational reward given to its employees for their long service to the organization ."
"223",0,"@abpnewstv @narendramodi <U+0938><U+0939><U+0940>  <U+092C><U+093F><U+091A><U+093E><U+0930>, <U+092E><U+0947><U+0932> <U+0914><U+0930> <U+0938><U+0939><U+092E><U+0924><U+093F> <U+0938><U+0947> <U+0939><U+0940> <U+0930><U+093E><U+092E> <U+0930><U+093E><U+091C> <U+0915><U+093E><U+092F><U+092E> <U+0939><U+094B><U+0924><U+093E> <U+0939><U+0948><U+0964><U+0926><U+0941><U+0930><U+094D><U+092D><U+093E><U+0935><U+0928><U+093E> <U+0938><U+0947> <U+0917><U+094D><U+0930><U+0938><U+093F><U+0924> <U+0939><U+094B> <U+0915><U+0930> <U+0936><U+094B><U+0937><U+0923> <U+0915><U+0930><U+0928><U+0947> <U+0938><U+0947> <U+0908><U+0936><U+094D><U+0935><U+0930> <U+092D><U+0940> <U+0916><U+0941><U+0938> <U+0928><U+0939><U+0940><U+0902> <U+0939><U+094B><U+0917><U+0947>"
"224",0,"RT @rsdeshmukh78: @i_Aakanksha @narendramodi @Offlce0fRG <U+0915><U+094B> <U+091C><U+0930><U+093E> <U+0938><U+093E><U+0902><U+0938> <U+0932><U+0947><U+0928><U+0947> <U+0926><U+094B> <U+0928><U+0939><U+0940> <U+0924><U+094B> <U+0935><U+094B> <U+092D><U+093E><U+0917> <U+091C><U+093E><U+090F><U+0917><U+093E><U+2026>!"
"225",0,"@OfficeOfRG 5 Min. Speech * 5 Time = 25 Min. @narendramodi Speech Min.1 Hour 1 Speech Of Modi Can Handle Many Speech Of RG @anjanaomkashyap"
"226",1,"@narendramodi @MIB_India  great"
"227",0,"@narendramodi  hope so.. But don't act armies as a spy!!!"
"228",0,"Who is responsible for the death of 4 girls in SAI hostel?? Kindly ask sonoval to explain  @narendramodi"
"229",0,"RT @IshanMishr: <U+091A><U+0940><U+0928> <U+0928><U+0947> <U+092E><U+0941><U+0938><U+0932><U+092E><U+093E><U+0928><U+094B><U+0902> <U+0915><U+0940> <U+0924><U+093E><U+0915><U+0924> <U+0915><U+092E> <U+0915><U+0930><U+0928><U+0947> <U+0915><U+0947> <U+0932><U+093F><U+090F> <U+091C><U+094B> <U+092A><U+0948><U+0902><U+0924><U+0930><U+0947> <U+0905><U+092A><U+0928><U+093E><U+090F><U+0902> <U+0939><U+0948> <U+0909><U+0938><U+0938><U+0947> <U+0905><U+0917><U+0930> <U+092D><U+093E><U+0930><U+0924> <U+0915><U+0941><U+091B> <U+0928> <U+0938><U+0940><U+0916><U+0947> <U+0924><U+094B> <U+0906><U+0928><U+0947> <U+0935><U+093E><U+0932><U+093E> <U+0938><U+092E><U+092F> <U+092C><U+0939><U+0941><U+0924> <U+0939><U+093E><U+0928><U+093F><U+0915><U+093E><U+0930><U+0915> <U+0939><U+0948> @nare<U+2026>"
"230",2,"RT @XHNews: ""Welcome to China"": Chinese applaud Indian PM @narendramodi's Weibo account http://t.co/k7N0vtIhWx http://t.co/crNWKGVVcr"
"231",0,"RT @siddarthpaim: @narendramodi it would be more historic if both houses pass a resolution to deport Bangladeshi immigrants @BJPRajnathSing<U+2026>"
"232",0,"RT @AMAHESH5: @narendramodi #MASSSAudioFest"
"233",0,"RT @NayakDeep: Yes #ModiMatters 
#PM Shri @narendramodi ranked No.1 in the world in handling of domestic &amp; international affairs. http://t.<U+2026>"
"234",-1,"RT @tritirade: WHY JAIL FIRST &amp; BAIL NEXT in FALSE DOWRY CASES
#scrap498a
#purushayog
@PMOIndia 
@narendramodi
@DeepikaBhardwaj
@BBC http:/<U+2026>"
